pathway_id,pathway_name,entrez_id
hsa04932,Non-alcoholic fatty liver disease,3569
hsa04932,Non-alcoholic fatty liver disease,3570
hsa04932,Non-alcoholic fatty liver disease,3576
hsa04932,Non-alcoholic fatty liver disease,3630
hsa04932,Non-alcoholic fatty liver disease,3643
hsa04932,Non-alcoholic fatty liver disease,3667
hsa04932,Non-alcoholic fatty liver disease,3725
hsa04932,Non-alcoholic fatty liver disease,374291
hsa04932,Non-alcoholic fatty liver disease,3952
hsa04932,Non-alcoholic fatty liver disease,3953
hsa04932,Non-alcoholic fatty liver disease,4217
hsa04932,Non-alcoholic fatty liver disease,4296
hsa04932,Non-alcoholic fatty liver disease,440567
hsa04932,Non-alcoholic fatty liver disease,4512
hsa04932,Non-alcoholic fatty liver disease,4513
hsa04932,Non-alcoholic fatty liver disease,4514
hsa04932,Non-alcoholic fatty liver disease,4519
hsa04932,Non-alcoholic fatty liver disease,468
hsa04932,Non-alcoholic fatty liver disease,4694
hsa04932,Non-alcoholic fatty liver disease,4695
hsa04932,Non-alcoholic fatty liver disease,4696
hsa04932,Non-alcoholic fatty liver disease,4697
hsa04932,Non-alcoholic fatty liver disease,4698
hsa04932,Non-alcoholic fatty liver disease,4700
hsa04932,Non-alcoholic fatty liver disease,4701
hsa04932,Non-alcoholic fatty liver disease,4702
hsa04932,Non-alcoholic fatty liver disease,4704
hsa04932,Non-alcoholic fatty liver disease,4705
hsa04932,Non-alcoholic fatty liver disease,4706
hsa04932,Non-alcoholic fatty liver disease,4707
hsa04932,Non-alcoholic fatty liver disease,4708
hsa04932,Non-alcoholic fatty liver disease,4709
hsa04932,Non-alcoholic fatty liver disease,4710
hsa04932,Non-alcoholic fatty liver disease,4711
hsa04932,Non-alcoholic fatty liver disease,4712
hsa04932,Non-alcoholic fatty liver disease,4713
hsa04932,Non-alcoholic fatty liver disease,4714
hsa04932,Non-alcoholic fatty liver disease,4715
hsa04932,Non-alcoholic fatty liver disease,4716
hsa04932,Non-alcoholic fatty liver disease,4717
hsa04932,Non-alcoholic fatty liver disease,4718
hsa04932,Non-alcoholic fatty liver disease,4719
hsa04932,Non-alcoholic fatty liver disease,4720
hsa04932,Non-alcoholic fatty liver disease,4722
hsa04932,Non-alcoholic fatty liver disease,4723
hsa04932,Non-alcoholic fatty liver disease,4724
hsa04932,Non-alcoholic fatty liver disease,4725
hsa04932,Non-alcoholic fatty liver disease,4726
hsa04932,Non-alcoholic fatty liver disease,4728
hsa04932,Non-alcoholic fatty liver disease,4729
hsa04932,Non-alcoholic fatty liver disease,4731
hsa04932,Non-alcoholic fatty liver disease,4790
hsa04932,Non-alcoholic fatty liver disease,51079
hsa04932,Non-alcoholic fatty liver disease,51085
hsa04932,Non-alcoholic fatty liver disease,51094
hsa04932,Non-alcoholic fatty liver disease,51422
hsa04932,Non-alcoholic fatty liver disease,5290
hsa04932,Non-alcoholic fatty liver disease,5291
hsa04932,Non-alcoholic fatty liver disease,5293
hsa04932,Non-alcoholic fatty liver disease,5295
hsa04932,Non-alcoholic fatty liver disease,5296
hsa04932,Non-alcoholic fatty liver disease,5313
hsa04932,Non-alcoholic fatty liver disease,53632
hsa04932,Non-alcoholic fatty liver disease,54205
hsa04932,Non-alcoholic fatty liver disease,54539
hsa04932,Non-alcoholic fatty liver disease,5465
hsa04932,Non-alcoholic fatty liver disease,5468
hsa04932,Non-alcoholic fatty liver disease,5562
hsa04932,Non-alcoholic fatty liver disease,5563
hsa04932,Non-alcoholic fatty liver disease,5564
hsa04932,Non-alcoholic fatty liver disease,5565
hsa04932,Non-alcoholic fatty liver disease,5571
hsa04932,Non-alcoholic fatty liver disease,55967
hsa04932,Non-alcoholic fatty liver disease,5599
hsa04932,Non-alcoholic fatty liver disease,5600
hsa04932,Non-alcoholic fatty liver disease,5601
hsa04932,Non-alcoholic fatty liver disease,5602
hsa04932,Non-alcoholic fatty liver disease,5603
hsa04932,Non-alcoholic fatty liver disease,56901
hsa04932,Non-alcoholic fatty liver disease,581
hsa04932,Non-alcoholic fatty liver disease,5879
hsa04932,Non-alcoholic fatty liver disease,5970
hsa04932,Non-alcoholic fatty liver disease,6256
hsa04932,Non-alcoholic fatty liver disease,6300
hsa04932,Non-alcoholic fatty liver disease,637
hsa04932,Non-alcoholic fatty liver disease,6389
hsa04932,Non-alcoholic fatty liver disease,6390
hsa04932,Non-alcoholic fatty liver disease,6391
hsa04932,Non-alcoholic fatty liver disease,6392
hsa04932,Non-alcoholic fatty liver disease,6720
hsa04932,Non-alcoholic fatty liver disease,6945
hsa04932,Non-alcoholic fatty liver disease,7040
hsa04932,Non-alcoholic fatty liver disease,7124
hsa04932,Non-alcoholic fatty liver disease,7132
hsa04932,Non-alcoholic fatty liver disease,7186
hsa04932,Non-alcoholic fatty liver disease,7381
hsa04932,Non-alcoholic fatty liver disease,7384
hsa04932,Non-alcoholic fatty liver disease,7385
hsa04932,Non-alcoholic fatty liver disease,7386
hsa04932,Non-alcoholic fatty liver disease,7388
hsa04932,Non-alcoholic fatty liver disease,7494
hsa04932,Non-alcoholic fatty liver disease,79602
hsa04932,Non-alcoholic fatty liver disease,836
hsa04932,Non-alcoholic fatty liver disease,83737
hsa04932,Non-alcoholic fatty liver disease,840
hsa04932,Non-alcoholic fatty liver disease,841
hsa04932,Non-alcoholic fatty liver disease,84701
hsa04932,Non-alcoholic fatty liver disease,8503
hsa04932,Non-alcoholic fatty liver disease,8660
hsa04932,Non-alcoholic fatty liver disease,9021
hsa04932,Non-alcoholic fatty liver disease,9167
hsa04932,Non-alcoholic fatty liver disease,9370
hsa04932,Non-alcoholic fatty liver disease,9377
hsa04932,Non-alcoholic fatty liver disease,9451
hsa04932,Non-alcoholic fatty liver disease,998
nrf2_manual,Nrf2/HO-1 Antioxidant Response,NFE2L2
nrf2_manual,Nrf2/HO-1 Antioxidant Response,KEAP1
nrf2_manual,Nrf2/HO-1 Antioxidant Response,NQO1
nrf2_manual,Nrf2/HO-1 Antioxidant Response,HMOX1
nrf2_manual,Nrf2/HO-1 Antioxidant Response,GCLM
nrf2_manual,Nrf2/HO-1 Antioxidant Response,GCLC
nrf2_manual,Nrf2/HO-1 Antioxidant Response,TXNRD1
nrf2_manual,Nrf2/HO-1 Antioxidant Response,SRXN1
nrf2_manual,Nrf2/HO-1 Antioxidant Response,FTH1
nrf2_manual,Nrf2/HO-1 Antioxidant Response,FTL
